Age,Salary,City,Education,Years_of_Experience,Department
17.791563500289776,85915.42850873676,Khulna,Masters,5,Marketing
32.08863595004755,82776.42342554168,Khulna,Masters,6,HR
10.403298761202244,39699.26985495057,Dhaka,Masters,14,Engineering
16.718139511015693,74358.27489216728,Khulna,Bachelors,19,Marketing
31.968612358691235,55747.52284638351,Chittagong,Diploma,11,Marketing
37.38466579995411,57486.43724206624,Dhaka,Masters,4,Engineering
31.713682811899705,246159.37525350074,Chittagong,Diploma,13,Engineering
28.843517176117594,47444.21351917706,Chittagong,Masters,15,Marketing
26.988963044107113,37807.64614495153,Khulna,Bachelors,10,HR
15.214780096325725,624208.8222339964,Khulna,Diploma,11,HR
22.801557916052914,66066.20750604208,Chittagong,Diploma,18,Marketing
25.393612290402125,18882.70473475533,Khulna,Bachelors,16,Marketing
40.57122226218915,49669.47703993594,Khulna,Diploma,6,Sales
,66827.92257191378,Khulna,Bachelors,8,Sales
12.36959844637266,47199.815565298326,Rajshahi,Bachelors,13,HR
33.24083969394795,60935.954675035464,Chittagong,PhD,19,Sales
26.149177195836835,55267.48201440626,Sylhet,Masters,11,HR
23.230779996940413,55124.903479289394,Chittagong,PhD,14,Engineering
36.11676288840868,45930.275328975535,Dhaka,Bachelors,11,Sales
40.30999522495951,31751.287937964356,Khulna,Bachelors,12,HR
39.31280119116199,33177.04778862459,Khulna,Diploma,8,HR
21.607824767773614,60640.28771682976,,Bachelors,6,Marketing
26.907876241487855,50291.87383278325,Dhaka,Bachelors,0,HR
33.31263431403564,47922.31633089163,Rajshahi,Bachelors,9,Sales
39.75545127122359,43641.64936516471,,Masters,5,Marketing
25.2082576215471,45422.16731778872,Rajshahi,PhD,14,Marketing
28.143410233361827,65703.6769173221,Dhaka,PhD,14,Sales
18.936650259939718,44971.3387719796,Sylhet,Masters,8,Engineering
18.037933759193294,29884.029300476468,Dhaka,Masters,12,Sales
38.125258223941984,61154.7766331026,Sylhet,Masters,0,Sales
43.56240028570823,46926.85004202924,Rajshahi,PhD,8,Marketing
29.27989878419666,50470.93798299164,Rajshahi,PhD,2,Sales
40.03532897892024,74113.67459599266,Dhaka,Bachelors,8,Engineering
33.61636025047634,49691.59163974239,Dhaka,PhD,19,Engineering
23.548802453948756,54337.75509678088,Khulna,Diploma,14,Engineering
33.61395605508414,32316.14763052512,Sylhet,PhD,6,Marketing
45.38036566465969,46704.9582147356,Khulna,Masters,3,Sales
29.641739608900483,59142.89067812902,Chittagong,PhD,19,HR
45.64643655814006,26669.393992381363,Chittagong,Bachelors,16,Sales
3.8025489591025554,53012.676396735646,Dhaka,PhD,3,Engineering
38.21902504375224,51511.8660896721,Rajshahi,Masters,18,Sales
30.87047068238171,50619.31183381159,Chittagong,Diploma,4,Marketing
27.009926495341325,65557.38347987365,Chittagong,Masters,15,Sales
30.917607765355022,55016.57772272782,Khulna,Diploma,2,Marketing
10.124310853991073,72171.07847534666,Khulna,Bachelors,10,HR
27.80328112162488,35096.15726608946,Chittagong,Bachelors,14,HR
33.57112571511746,52038.86850827522,Dhaka,PhD,18,Marketing
44.77894044741516,51267.00179584921,Khulna,Bachelors,13,Sales
24.817297817263526,33961.1825936738,Chittagong,Bachelors,15,Engineering
21.915063971068122,64344.42503137019,Rajshahi,Masters,5,Marketing
24.982429564154636,84870.09958779227,Khulna,Masters,4,Sales
39.15402117702074,49744.90888274254,Chittagong,PhD,16,Sales
33.287511096596845,57575.316324106505,Sylhet,PhD,15,Sales
24.702397962329613,51267.77713722991,Khulna,PhD,1,Engineering
35.13267433113356,39296.229951392364,Sylhet,PhD,10,Engineering
30.970775493480403,22688.595832969757,Khulna,Masters,3,Engineering
39.68644990532889,39413.39775356952,Khulna,PhD,5,Marketing
22.979469061226474,29120.624285724032,Sylhet,PhD,6,Marketing
26.723378534022316,75561.53117088677,Dhaka,Bachelors,16,Engineering
26.078918468678424,48273.354591151416,Chittagong,PhD,7,Marketing
15.364850518678814,44811.21006429244,Dhaka,Diploma,0,Engineering
32.96120277064576,63337.30737181709,Dhaka,Bachelors,14,Marketing
32.610552721798896,33173.73345716168,Chittagong,Masters,19,Sales
30.051134566424608,38497.03942993171,Rajshahi,Diploma,11,Engineering
27.654128666248532,51021.084038729314,Dhaka,PhD,14,Marketing
15.846292579495858,65431.53487135221,Dhaka,Bachelors,14,Sales
25.79354677234641,57525.27567753183,Dhaka,PhD,8,Sales
26.572854834732304,53724.877137738236,Rajshahi,Bachelors,15,Marketing
21.97722730778381,51171.766028540245,Khulna,PhD,1,Sales
,56003.537832901624,Sylhet,Diploma,14,HR
34.040508568145384,53024.79357693882,Sylhet,Masters,14,Engineering
48.8618590121053,34550.415878345964,Rajshahi,Diploma,6,Engineering
31.74577812831839,50691.18832449727,Dhaka,Diploma,12,Sales
32.57550390722764,33894.67011623371,Sylhet,Masters,16,Marketing
29.255540842338327,51216.23814351235,Rajshahi,Bachelors,10,HR
10.812287847009586,42790.28087767638,Chittagong,Bachelors,9,Marketing
29.73486124550783,88090.72434174293,Sylhet,Masters,0,Engineering
30.602302099410263,49401.58424372432,Chittagong,PhD,13,Sales
54.63242112485286,28936.406506076168,Dhaka,Bachelors,4,HR
28.076390352188774,47987.29683984613,Sylhet,Diploma,7,Sales
33.015473423336125,57790.38118456832,Rajshahi,Masters,0,HR
29.652882302947567,75100.45919228785,Khulna,Diploma,6,Sales
18.313219623804677,41158.21400091922,Sylhet,Bachelors,1,Marketing
41.42822814515021,26263.5803896454,Sylhet,Masters,6,Engineering
37.519330326867745,62252.555171464715,Sylhet,Masters,6,Sales
37.910319470430466,29291.019411505233,Sylhet,Bachelors,8,Sales
20.90612545205261,43457.66837738772,Rajshahi,Bachelors,3,HR
44.02794310936099,461356.92717335094,Rajshahi,Masters,6,Marketing
15.981489372077192,48955.498200498376,Khulna,PhD,19,Marketing
35.868570938002705,60337.46685611503,Rajshahi,Masters,17,HR
51.90455625809979,39745.48576570419,Rajshahi,PhD,12,Marketing
20.094636748693116,45894.06121749859,Dhaka,Diploma,10,Engineering
24.33702270397228,49785.944705759175,Dhaka,PhD,8,Sales
30.996513650876413,52243.96936278182,Chittagong,PhD,13,HR
24.965243458838007,51467.40762061884,Khulna,Bachelors,7,Marketing
14.493365689338674,56540.0866283387,Dhaka,Masters,13,Engineering
30.685629748060272,62657.59264462606,Khulna,Diploma,16,Engineering
19.37696286273895,55889.51173476452,Khulna,Masters,13,Marketing
34.73592430635182,56803.78285263828,Sylhet,PhD,4,Marketing
20.80575765766197,26266.652498802836,Khulna,PhD,9,HR
45.499344050175395,50753.41548748521,Sylhet,PhD,5,Marketing
22.167467076637628,57192.613220024126,Chittagong,Masters,9,HR
26.779384837943244,60934.11791855675,Chittagong,PhD,10,Sales
38.135172173696695,39614.73838649309,Chittagong,Masters,5,Engineering
17.69135683566045,40114.41087667033,Sylhet,Diploma,9,HR
32.27459934604129,,Sylhet,Diploma,13,Engineering
43.07142754282428,58046.20849837015,Chittagong,Masters,19,Sales
13.925167654387725,65508.21582386313,Sylhet,Diploma,2,Marketing
31.846338585323043,43888.09839062598,Rajshahi,Bachelors,6,HR
32.598827942484235,63619.434704405736,Rajshahi,PhD,1,Marketing
37.8182287177731,51852.19713746892,Sylhet,PhD,6,Engineering
17.63049289121918,48135.71334256345,Sylhet,PhD,16,HR
16.795433869157236,46829.236552730465,Dhaka,Bachelors,12,Sales
35.21941565616898,61199.17046903235,Dhaka,PhD,8,Sales
32.96984673233186,54883.66725180605,Khulna,Masters,12,Marketing
32.504928503458764,841373.8141471456,Khulna,PhD,14,Sales
33.46448209496975,37216.630355040135,Khulna,Masters,12,Sales
23.199752784215093,57771.52553044964,Chittagong,Diploma,16,Marketing
32.322536971610035,42061.98485282731,Rajshahi,Masters,7,Marketing
32.93072473298681,36960.695195170345,Chittagong,Masters,8,HR
22.85648581973632,49836.992944475416,Sylhet,Masters,8,HR
48.65774511144757,52060.28719110554,Dhaka,PhD,7,Marketing
34.73832920911788,93772.60332590138,Sylhet,Bachelors,15,Engineering
18.086965027973513,47237.81276475197,Sylhet,Bachelors,19,Engineering
36.5655360863383,33047.31905772975,Dhaka,Masters,6,HR
20.253183297726785,54095.160762415784,Sylhet,PhD,16,HR
37.87084603742452,18880.399436804477,Khulna,Bachelors,6,Marketing
41.58595579007404,48620.64826093601,Dhaka,Diploma,5,Engineering
21.793176816482895,50240.379234427404,Sylhet,Diploma,4,Marketing
39.63376129244322,61919.00574417817,Khulna,PhD,16,HR
34.12780926936498,64604.33374141771,Khulna,Diploma,7,Sales
38.2206015999449,42446.45571638424,Rajshahi,Diploma,0,Sales
48.967929826539475,47740.78978055101,Khulna,Diploma,15,Sales
27.546118839971296,38508.187540839936,Chittagong,Bachelors,16,Marketing
22.462638356425103,33079.06167788459,Dhaka,Diploma,2,Engineering
21.104855703744768,54648.42169070952,Dhaka,Masters,12,HR
21.841897150345616,30896.21677105101,Dhaka,Masters,7,Engineering
29.22898290585896,43780.59649142205,Sylhet,Diploma,15,Engineering
33.41151974816644,35072.39060151144,Sylhet,Masters,6,HR
32.766907993300194,58245.2477943539,Chittagong,Bachelors,14,Engineering
38.27183249036024,77021.45148899732,,PhD,1,Sales
30.13001891877907,30476.180257950033,Sylhet,Masters,1,HR
44.53534077157317,22204.722756536463,Khulna,Diploma,9,Sales
27.35343166762044,48126.69671974899,Khulna,PhD,4,Marketing
57.20169166589619,50235.46693936638,Sylhet,PhD,3,Sales
36.25667347765006,53279.889601359464,Sylhet,Diploma,14,Marketing
21.428424435837172,43305.192271484826,Chittagong,Masters,12,Marketing
19.291075019388877,46990.410517618526,Rajshahi,Bachelors,16,HR
34.824724152431855,55512.656158109035,Dhaka,Masters,0,Sales
27.76537214674149,65606.46338967259,Sylhet,Masters,17,Sales
37.14000494092092,20674.268445225756,Sylhet,Bachelors,14,Sales
34.73237624573545,44465.908414528065,Khulna,PhD,13,HR
29.27171087343127,53207.13190911595,Rajshahi,Bachelors,8,Marketing
21.53206281931595,36230.35843083896,Sylhet,Bachelors,11,Marketing
14.851527753141355,75967.5444765095,Rajshahi,Diploma,4,Marketing
25.53485047932979,40468.851796568946,Dhaka,Diploma,1,HR
38.56398794323472,49380.60969489076,Khulna,Masters,6,HR
32.14093744130204,58340.33145263436,Chittagong,Diploma,8,Engineering
17.54261221288012,41130.72816797158,Dhaka,Bachelors,17,Sales
31.73180925851182,22301.404282933745,Rajshahi,Bachelors,3,Marketing
33.85317379728837,43570.182096252,Rajshahi,Diploma,1,Engineering
21.16142563798867,65441.60833890561,Dhaka,Diploma,0,Engineering
31.53725105945528,44946.57309822292,Rajshahi,Diploma,11,Sales
30.58208718446,37303.48547811532,Chittagong,Bachelors,12,HR
,63885.083142540825,Chittagong,PhD,13,Engineering
33.577873603482836,45038.37655965421,Rajshahi,PhD,4,HR
35.60784526368234,42347.58779524674,Rajshahi,Diploma,2,HR
40.830512431752766,52241.841344949644,Chittagong,Masters,3,Sales
40.53802052034903,61561.253144281814,Rajshahi,Masters,16,Engineering
16.22330632042909,85725.70297598818,Sylhet,PhD,18,Marketing
20.621749600848773,62408.541614861344,Khulna,Diploma,10,Engineering
35.1503526720866,67397.59949582517,Sylhet,Bachelors,7,Marketing
35.13785950912209,42410.50701518217,Rajshahi,Masters,11,Marketing
35.150476863060476,34611.97841045786,Rajshahi,Masters,17,HR
68.52731490654722,50934.970244286844,Khulna,Bachelors,17,Marketing
35.70890510693167,51607.54872889394,Rajshahi,Bachelors,8,Sales
41.35565640180599,33822.30887953104,Khulna,Diploma,4,Engineering
39.54001763493203,47370.58205143981,Chittagong,Bachelors,16,HR
36.51391251305798,55989.764025786964,Khulna,Bachelors,12,HR
26.847307553596544,55405.9009252712,Khulna,Bachelors,5,Marketing
37.589692204932675,57564.31780076409,Sylhet,PhD,13,HR
22.27174785462428,54364.470952061645,Rajshahi,Bachelors,14,Sales
27.63181393259991,42394.87011094917,Chittagong,Masters,13,Sales
25.146364521708964,42291.49060026735,Dhaka,Diploma,3,HR
30.818741393863224,32015.72903009186,Khulna,Diploma,17,HR
53.146585666735085,76771.62558777642,Dhaka,Diploma,0,Sales
11.327348074082519,50201.7554692894,,PhD,11,Marketing
36.86260190374514,46627.20416307722,Khulna,Masters,8,HR
13.872841288103483,36068.11877821312,Dhaka,Bachelors,9,Marketing
25.280681342105666,94034.86853491666,Sylhet,Masters,17,HR
40.889505969673664,33900.079516656566,Dhaka,Diploma,16,Sales
30.642800190954627,43567.2811159089,Sylhet,Bachelors,18,HR
19.222552220706937,56237.552544290906,Chittagong,Diploma,3,HR
22.846962907400318,59003.19448616417,Rajshahi,Diploma,15,HR
36.79597748934676,64368.98082823526,Dhaka,Diploma,6,Sales
22.696333682828634,77114.12761653894,Khulna,Masters,8,Sales
32.16458589581975,57592.36483191069,Rajshahi,Masters,7,Sales
30.455718399038137,34159.53800049999,Dhaka,Diploma,6,Engineering
23.48399652394183,46145.82312317328,Khulna,Diploma,9,Engineering
51.439440893253256,54617.485587708274,Khulna,Bachelors,7,Engineering
36.33919022318011,81023.39062258735,Khulna,Diploma,16,Engineering
9.74857413342393,29032.917823635544,Khulna,Diploma,11,Sales
31.864543147694278,68038.64757837841,Dhaka,Diploma,13,HR
,52698.71554319625,Chittagong,Diploma,11,Sales
38.52433334796224,62567.45802844221,Sylhet,Masters,1,Engineering
22.074792615672994,48470.07925046102,Sylhet,Diploma,11,Marketing
28.85263558533101,37363.5105481051,Sylhet,PhD,13,Marketing
35.049872789804574,61263.09169101998,Chittagong,Diploma,6,Sales
38.657551941701215,59816.46540658432,Khulna,Masters,12,HR
17.997035929442237,64580.85448609583,Khulna,PhD,3,Engineering
26.654987641590516,49800.43046932047,Rajshahi,PhD,0,HR
25.25054688839044,41002.66965020226,Sylhet,Diploma,16,HR
23.46670767426288,26618.195074642375,Sylhet,Diploma,2,HR
47.65454240281097,62290.5990220911,Khulna,Masters,16,Engineering
34.049817109609556,56358.34223665979,Sylhet,PhD,7,Sales
17.391160456649548,35513.26050704061,Khulna,PhD,2,Engineering
39.17861947054776,41921.39490055064,Khulna,Masters,9,Engineering
51.22156197012633,42998.617820728396,Khulna,Diploma,1,Sales
40.32465260551147,27755.23352026373,Dhaka,Bachelors,3,Sales
14.806300340459867,37734.764050923,Dhaka,Bachelors,13,Sales
25.157659271337486,32992.54464790469,Dhaka,PhD,10,Marketing
42.669111491866225,43812.81482168095,Dhaka,PhD,13,Marketing
22.923305343812192,38919.537525056556,Chittagong,Diploma,12,Sales
34.43819428146229,25594.926186998768,Rajshahi,Bachelors,3,HR
37.74634053429337,80338.85345854222,Rajshahi,PhD,1,Marketing
20.73069528421917,68788.11096543846,Khulna,Diploma,1,Engineering
29.404746439382,38314.708677200215,Sylhet,Bachelors,10,Engineering
-2.4126734006907284,54086.32094980415,Dhaka,Masters,4,Marketing
19.756123586657104,56261.976347319425,Rajshahi,PhD,8,Engineering
27.474318486068398,67866.28782160215,Rajshahi,Masters,19,Sales
17.522168180351507,37720.92460009882,Dhaka,Bachelors,16,Engineering
46.32411303931635,66381.6017597364,Chittagong,Diploma,11,Marketing
15.698586220393674,41781.420436895976,Chittagong,Diploma,17,HR
25.59955513303016,29962.0639374708,Rajshahi,Bachelors,2,Engineering
31.307405772860914,60862.048389717456,Chittagong,Masters,4,Engineering
44.412732890661154,69361.37636183642,Dhaka,Diploma,19,HR
15.641378488205607,88818.63460296027,Rajshahi,PhD,13,Marketing
41.63163752154959,,Dhaka,Masters,15,HR
30.10233061019587,60483.79527621184,Chittagong,Masters,18,Engineering
,43852.981343097,Dhaka,PhD,8,Marketing
34.62103474263271,61750.38065786047,Chittagong,Bachelors,16,Sales
31.990596955734702,27942.656731531242,Chittagong,Diploma,6,Marketing
23.997831228412053,31058.453364521538,Dhaka,Masters,9,Marketing
30.69802084990019,38361.87765250274,Chittagong,Diploma,3,Sales
26.1468640313824,51184.460685021266,Khulna,Diploma,9,Marketing
31.13517345251248,40383.78100192467,,Masters,2,Engineering
36.62130674521047,59885.8151587013,Khulna,Bachelors,8,Engineering
45.86016816145352,65403.41927386871,Dhaka,Masters,12,Engineering
17.62184501173151,58993.663118680335,Chittagong,Bachelors,0,Engineering
51.330333746562665,74281.81459491301,Chittagong,PhD,14,Sales
10.479122004774982,56237.399441830144,Rajshahi,Bachelors,14,Engineering
,31746.549344897492,Rajshahi,Bachelors,10,Marketing
35.883172064845766,70450.6477030751,Khulna,Masters,9,HR
32.809918677350325,40922.65646591004,Chittagong,Diploma,6,Sales
23.773004801794063,63656.277495283546,Rajshahi,Diploma,0,Sales
27.918777496427246,73606.01324832659,Chittagong,Bachelors,6,HR
25.069990653411672,56850.32016095599,Dhaka,Bachelors,4,Engineering
24.106352430557884,27557.617802530254,Rajshahi,Masters,15,Engineering
38.496020970210246,36226.81750235313,Khulna,Bachelors,7,Marketing
33.57015485965047,69841.16700327703,Rajshahi,Masters,1,Engineering
23.07090404739346,47463.15971535775,Chittagong,PhD,7,Engineering
38.995998754332504,51193.603024132484,Sylhet,Bachelors,13,Marketing
33.072995208766095,61382.36624245414,Sylhet,PhD,3,Engineering
38.1286211883896,60444.842931204854,Chittagong,Bachelors,14,HR
36.29628841923612,54181.99718578191,Dhaka,Bachelors,6,Engineering
21.710049890779278,46869.974431693016,Rajshahi,PhD,19,HR
24.398189598030307,45309.97331401464,Sylhet,PhD,7,HR
37.472936051232615,62868.48237937014,Dhaka,Masters,10,HR
36.10370265433465,58303.5429660169,Chittagong,Masters,1,Engineering
29.790984060358518,46140.49999073316,Dhaka,PhD,8,Engineering
31.17327383308782,66231.6846948971,Chittagong,Bachelors,5,Sales
42.77664895788425,48064.48827305324,Rajshahi,Masters,0,Marketing
24.084286111641703,37225.0673849841,Dhaka,Bachelors,2,Marketing
35.470973811700375,38615.43951644983,Rajshahi,Diploma,9,Sales
27.97807347566106,35318.88745535351,Dhaka,Masters,4,HR
27.823187967727797,,Chittagong,Masters,11,Marketing
40.9877685198719,68505.8641750429,Chittagong,Masters,0,Sales
38.2541634898803,37923.572284542366,Dhaka,Diploma,8,HR
38.135096360006386,52827.13641527155,Chittagong,PhD,12,Sales
,40149.659815588806,Khulna,Bachelors,18,Engineering
30.210038416327592,46095.36438092844,Khulna,Diploma,6,Engineering
36.81952971294964,27349.381820221217,Rajshahi,PhD,15,HR
26.89733243406544,46691.92656265194,Khulna,Masters,7,HR
33.24166352488442,47094.41930292557,Khulna,PhD,18,Engineering
28.698569456323153,58104.31916053543,Sylhet,PhD,6,Marketing
30.969959649927183,53349.21369883056,Sylhet,PhD,3,Marketing
35.95157025436914,32024.11812571932,Sylhet,Bachelors,9,Engineering
21.817793167665275,66262.97366065314,Sylhet,PhD,0,Marketing
50.92387275685461,53154.54560332993,Chittagong,PhD,16,Engineering
19.93982618500298,52975.9027576623,,PhD,12,Sales
17.85811387212268,49862.26469922291,Rajshahi,PhD,18,Sales
41.581108735000676,42233.638291666706,Khulna,Diploma,12,Sales
37.91662693962936,53267.03509623089,Rajshahi,Diploma,8,Marketing
36.24119817052155,57133.82653892873,Khulna,PhD,4,Sales
36.2834550926428,23796.564629816676,Rajshahi,PhD,0,HR
29.877532271530853,41918.587439808565,Dhaka,PhD,1,HR
21.027456285141685,46175.79544394616,Dhaka,Masters,10,Sales
30.758045581937264,53842.55908541417,Rajshahi,PhD,3,HR
23.228382884878883,67899.66508890688,Chittagong,PhD,8,Sales
39.75119733417751,38423.887781048266,Khulna,Diploma,4,Sales
28.529426184978615,42530.57229773237,Rajshahi,Diploma,4,Engineering
21.745028032074885,42311.988340301745,Khulna,Diploma,7,Sales
26.786141583470066,,Sylhet,Bachelors,1,HR
34.12931454275624,44792.20257331606,Rajshahi,Masters,6,Marketing
24.36275447196025,61562.033299819566,Chittagong,PhD,16,Sales
21.777796044335687,34192.46756953481,Sylhet,Diploma,10,Engineering
32.436872114919126,56417.215927293546,Rajshahi,Bachelors,14,HR
32.44966571108723,24471.466549724966,Dhaka,PhD,2,Engineering
24.9305682462887,41579.93005336691,Rajshahi,PhD,12,Sales
25.28961694381677,45057.66049673021,Dhaka,Diploma,17,Sales
32.32049937357636,75122.89509371098,Dhaka,PhD,19,Sales
15.519156585026758,45877.96542870968,Rajshahi,PhD,19,Sales
15.925362256234447,16981.34789823623,Rajshahi,PhD,2,HR
22.81555778747564,20016.66639708125,Dhaka,Diploma,1,Marketing
27.865528482881526,50510.44379520021,Khulna,Bachelors,4,Sales
33.10907565598005,59206.56283684863,Sylhet,PhD,19,Engineering
44.753562169495524,556318.3786440879,Chittagong,Bachelors,4,HR
38.576596232020194,52513.55158701485,Rajshahi,PhD,12,HR
28.40061470036573,67433.893962585,Sylhet,Diploma,7,HR
29.809837920973113,41906.13168894302,Sylhet,Bachelors,15,Engineering
19.97470635362191,63423.65834040238,Khulna,Diploma,17,Marketing
29.8148686400761,25519.77672460374,Sylhet,Masters,15,Engineering
27.113413610798617,36425.782505929004,Rajshahi,PhD,0,Engineering
33.227185603380896,22894.379076022757,Sylhet,Masters,7,Engineering
21.72769056447677,45877.32048995312,Rajshahi,Masters,1,Sales
35.193465142411725,49306.08174100486,Rajshahi,Masters,4,Sales
45.32738913002578,51711.5223833978,Dhaka,PhD,14,Engineering
28.912398515431423,50928.25029330703,Khulna,Diploma,13,Engineering
34.01711722098941,36086.70003782408,Chittagong,Masters,2,Sales
36.90143991711113,47146.387333801766,Dhaka,Bachelors,6,Sales
25.987795281141636,27538.29997091377,Chittagong,PhD,3,Marketing
32.24092481810417,70448.43462698376,Rajshahi,Diploma,10,Engineering
30.12592400781795,45445.60890652999,Dhaka,Diploma,11,HR
30.97676098548832,42666.70821434463,Sylhet,Masters,14,Marketing
22.269902161445337,,Sylhet,PhD,5,HR
30.245101742589426,31366.301996761562,Chittagong,Masters,0,Marketing
34.979982912454496,33116.193289520466,Rajshahi,Bachelors,17,Engineering
44.51143607795042,33556.69512697152,Chittagong,Diploma,13,HR
39.59270826085207,48981.92927450777,Khulna,Diploma,6,Sales
51.531824575115564,,Sylhet,PhD,9,Marketing
22.326524371119504,61095.13202176751,Dhaka,Diploma,8,HR
38.723206367206785,88579.92976242452,Dhaka,PhD,1,Marketing
31.833420057383517,16258.513186988544,Dhaka,Masters,7,Engineering
51.89802933217672,59131.033836866256,Sylhet,Bachelors,0,HR
21.917017146448487,41643.04141141653,Rajshahi,PhD,19,HR
21.60278157819224,41203.7727666684,Sylhet,Masters,1,HR
24.00607354555978,40703.41807619184,Sylhet,Bachelors,6,Marketing
8.76104275690193,36368.4549378804,Dhaka,Diploma,15,Sales
24.74244978319239,75267.87251905177,Sylhet,Bachelors,3,Sales
22.40867338446302,62634.45990520854,Dhaka,Bachelors,16,Sales
31.503937864762076,50347.93967836062,Rajshahi,Bachelors,3,Engineering
33.41755975777159,70265.236287305,Khulna,Diploma,2,HR
48.761708392158866,27312.065520516866,Dhaka,PhD,8,Sales
39.5042383818605,30039.42303003611,Chittagong,PhD,14,Sales
24.23096344337597,17330.484017079685,Khulna,Bachelors,19,HR
21.01585328651642,39508.781898150686,Rajshahi,Masters,2,Engineering
34.919191715065054,52425.47790057129,Khulna,Masters,11,Marketing
16.797667929793576,51542.87866898501,Dhaka,Bachelors,14,Marketing
48.31458765854354,52240.128665898206,Rajshahi,Bachelors,19,Marketing
41.79440120721287,28834.147534008775,Chittagong,Masters,7,HR
25.308243478952953,62047.321139210326,Dhaka,Bachelors,11,Engineering
12.868654709091224,53594.41277358497,Dhaka,Bachelors,12,HR
43.538723741654124,60995.814221989975,Rajshahi,PhD,14,Marketing
28.85460154747382,21608.567336149223,Rajshahi,PhD,10,Sales
,54672.36288196685,Khulna,Bachelors,16,Sales
14.055723412056329,32183.521401237096,Chittagong,Bachelors,11,Sales
24.006249770462272,44040.15121172957,Khulna,Diploma,19,Marketing
30.052436997181832,58015.47347954575,Khulna,PhD,17,Engineering
30.469805937647422,51366.4040938387,Dhaka,Bachelors,15,Marketing
25.499345285207564,37226.90030331022,Rajshahi,Diploma,2,HR
36.228499323474985,50094.097342766276,Dhaka,Diploma,8,Engineering
19.323795706174057,27026.970271345355,Chittagong,Diploma,6,Sales
28.576205149787064,67254.01093847444,Khulna,Diploma,18,Engineering
31.20295631711899,46920.73970755623,Chittagong,PhD,4,Engineering
35.14438834058749,66778.2491638299,Rajshahi,Diploma,18,Marketing
37.1161487808889,42102.02469355935,Rajshahi,PhD,9,Engineering
18.753579081621307,421463.6017390126,Sylhet,Diploma,19,Marketing
14.658858292643778,38537.19820043231,Chittagong,Diploma,11,HR
42.77676821898509,63142.60897539613,Dhaka,Masters,7,Engineering
33.323140119795916,39358.532640072866,Chittagong,PhD,2,Engineering
22.515134634434464,59668.93148622765,Khulna,Masters,18,Engineering
45.51151975522523,44263.21403496065,Rajshahi,Masters,10,Sales
31.156746342928585,20360.550501625705,Rajshahi,Diploma,7,Marketing
41.792971840638266,41445.288983203005,Chittagong,PhD,12,Marketing
30.67518481410109,32313.376784557277,Chittagong,Bachelors,9,Sales
50.60747924881987,50508.540855235064,Chittagong,Diploma,17,Marketing
47.55340842443204,32143.883964882647,Khulna,PhD,11,HR
27.510358515209266,63889.62651071925,Khulna,Masters,6,Sales
39.71570950954356,48633.86209470459,Dhaka,PhD,10,Marketing
36.45375949585147,47336.06007861892,Chittagong,Diploma,9,HR
43.68631557532349,59838.38206681374,Dhaka,PhD,2,Marketing
20.350765394198955,64458.60401113794,Sylhet,Masters,6,Sales
